Site Name,Address,City,Postcode,Latitude,Longitude,Client Name,Client Contact,Client Email,Client Phone,Contract Reference,Notes
The Heights Charlton Church Lane Charlton London SE7 7AD,Flat 1 Riverside Court 20 Nine Elms Lane London,London,SE7 7AD,51.48295975,0.034040838,Bridge Security,,shaun.murphy@bridgesecurityservices.com,,,
The Highline Chrisp Street London E14 6UD,Flat 1001 Emblem House 27 Radial Avenue London,London,E14 6UD,51.5153343,-0.0147677,Bridge Security,,adam.norwood@bridgesecurityservices.com,01784 262463,,
B Northern Trust 50 Bank Street Canary Wharf LondonE14 5NT,Northern Trust European Holdings Ltd 50 Bank Street London,London,E14 5NT,51.5024147,-0.018175336,Bridge Security,,adam.norwood@bridgesecurityservices.com,,,
The Ritz London 150 Piccadilly London W1J 9BR,The Cigar Shop and Tasting Room The Ritz London 150 Piccadilly Saint Jamess London Greater London,London,W1J 9BR,51.5070782,-0.1416273,Bridge Security,,shaun.murphy@bridgesecurityservices.com,,,
Clarendon Road Project Unit 5b Olympia Trading Estate Coburg Road Wood Green London N22 6TZ,Twelve Trees Park Site Office Manor Road London,London,N22 6TZ,51.5941862,-0.1130586,Bridge Security,,shaun.murphy@bridgesecurityservices.com,,,
TwelveTrees Park Project Office Stephenson Street West Ham London E15 3FQ,Twelve Trees Park Site Office Manor Road London,London,E15 3FQ,51.5226501,-0.0040328,Bridge Security,,shaun.murphy@bridgesecurityservices.com,,,
Wilko st helens WA10 1SB,1 Cotham Street St Helens Merseyside,St Helens,WA10 1SB,53.453068,-2.737854,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Felixstowe Great eastern Square Station IP11 7DY,1 Great Eastern Square Felixstowe Suffolk,Felixstowe,IP11 7DY,51.96699125,1.352482374,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Hatfield AL10 9TF,1 Harpsfield Broadway Comet Way Hatfield Hertfordshire,Hatfield,AL10 9TF,51.76284,-0.239374,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Orpington BR6 0TW,1 The Walnuts Orpington Kent,Orpington,BR6 0TW,51.37731171,0.101892009,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
"Homebase Streatham Vale 100 Woodgate Dr,Streatham Vale,Streatham,London",1 Woodgate Drive London,London,SW16 5YP,51.415911,-0.134809,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Oldbury B69 4ED,10 Birmingham Road Oldbury West Midlands,Oldbury,B69 4ED,52.50269699,-2.011416674,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets At Home Enfield 4A Crown Rd Enfield EN1 1AJ,10 Cobham Close Enfield Greater London,Enfield,EN1 3SU,51.65466783,-0.058465087,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Northampton NN1 1RS,10 Gold Street Northampton Northamptonshire,Northampton,NN1 1RS,52.23694611,-0.899504483,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Richmond London TW9 1YB,10 Manor Road Richmond Surrey,Richmond,TW9 1YB,51.4634552,-0.288614005,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Sterling Way CB23 3GY,10 Papworth Business Park Stirling Way Papworth Everard Cambridge Cambridgeshire,Cambridge,CB23 3GY,52.242814,-0.110578,Brooknight Security Ltd,,mkoffice@brooknight.com,"	 +44 (0) 1908 305 700",,
Home Base 1 Harborne Ln Selly Oak Birmingham B29 6TL,100 Harborne Lane Selly Oak Birmingham West Midlands,Birmingham,B29 6TL,52.44281769,-1.941167116,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Walthamstow E17 7DB,101a High Street London,London,E17 7DB ,51.582798,-0.029143017,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
Wilko Pontypool NP4 6LY,11 Crane Street Pontypool Torfaen,Pontypool,NP4 6LY,51.70258713,-3.041731119,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Yiewsley 1A Fairfield Rd UB7 8EY,11 Fairfield Road West Drayton Greater London,West Drayton,UB7 8EY,51.5135573,-0.4718803,Brooknight Security Ltd,,mkoffice@brooknight.com,44 (0) 1908 305 700,,
Primark Tooting 31 39 Mitcham Road SW17 9PA,11 Mitcham Road London,London,SW17 9PA,51.427217,-0.167434,Brooknight Security Ltd,,mkoffice@brooknight.com,4.40E+12,,
"Pets at Home Southend London Road Southend,SS1 1PP",111 London Road Southend-on-Sea Essex,Southend-on-Sea,SS1 1PP,51.54114151,0.705278754,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko LeighWN7 1AB,12 Lord Street Leigh Lancashire,Leigh,WN7 1AB,53.4971153,-2.5159346,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Walsall UNIT B QUASAR CENTRE TOWNSEND SQUARE WS1 1NG,12 Park Street Walsall West Midlands,Walsall,WS1 1NG,52.58507156,-1.983248353,Brooknight Security Ltd,,mkoffice@brooknight.com,1908305700,,
Wilko Crawley West Sussex RH10 1DS,12A The Broadway Crawley West Sussex,Crawley,RH10 1DS,51.115509,-0.189797,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Newark 23 London Rd NG24 1TN,13 London Road Newark Nottinghamshire,Newark,NG24 1TN,53.073661,-0.810333,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Harrow Wilko Harrow HA1 1HS,13 St Anns Road Harrow Greater London,Harrow,HA1 1HS,51.58145523,-0.338858187,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Bath Kingsmead Leisure Complex James St W Bath BA1 2BX,14 James Street West Bath Somerset,Bath,BA1 2BX,51.38083267,-2.364899874,Brooknight Security Ltd,,control@brooknight.com,,,
Wilko Portsmouth PO1 1NB,15 Arundel Street Portsmouth Hampshire,Portsmouth,PO1 1NB,50.80023956,-1.088930011,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Bristol BS1 2DF,15 Union Street Bristol,Bristol, BS1 2DF,51.45626831,-2.591305494,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Kensington High Street W8 7RG,162 Kensington High Street London,London,W8 7RG,51.50002289,-0.197052598,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Kingswood BS15 8LP,18 Regent Street Kingswood Bristol Gloucestershire,Bristol, BS15 8LP,51.462914,-2.509545,Brooknight Security Ltd,,mkoffice@brooknight.com,44 (0) 1908 305 700,,
Wilko Edmonton Green N9 0TZ,19 The Market Square London Greater London,London,N9 0TZ,51.6241568,-0.0578985,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Northfield B31 2JU,2 Grosvenor Shopping Centre Northfield Birmingham West Midlands,Birmingham,B31 2JU,52.41685867,-1.968005061,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Preston 162 165 Friargate PR1 2EJ,2 Guildhall Shopping Centre Exeter Devon,Exeter,PR1 2EJ,53.75979233,-2.701109409,Brooknight Security Ltd,,mkoffice@brooknight.com,1908305700,,
Wilko Plymouth PL1 1QL,2 Guildhall Shopping Centre Exeter Devon,Exeter,PL1 1QL,50.37320328,-4.141729832,Brooknight Security Ltd,,mkoffice@brooknight.com,4.47E+11,,
Wilko Exeter Unit 100 Guildhall Shopping Center Exeter EX4 3HP,2 Guildhall Shopping Centre Exeter Devon,Exeter,EX4 3HP,50.72355652,-3.532894135,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Southampton SO15 1BA,2 Harbour Parade Southampton Hampshire,Southampton,SO15 1BA,50.904125,-1.411185,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Leicester 37 Putney Rd Leicester LE2 7TF,2 Putney Road Leicester Leicestershire,Leicester, LE2 7TF,52.617956,-1.131445,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Newcastle Wilko Newcastle NE1 5AQ,20a Nun Street Newcastle upon Tyne Tyne and Wear,Newcastle upon Tyne,NE1 5AQ,54.971832,-1.615673,Brooknight Security Ltd,,mkoffice@brooknight.com,44 (0) 1908 305 700,,
Wilko Clifton Bristol BS8 1QE,21A Queens Road Clifton Bristol,Bristol,BS8 1QE,51.455263,-2.60589,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
HOMEBASE HARINGEY Arena Shopping Park Green Lanes Haringey N4 1DT,23 Hermitage Road London,London,N4 1DT,51.57539,-0.097979,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
New look West Brom 237 241 High Street B70 7NN,29 Sandwell Centre West Bromwich West Midlands,West Bromwich,B70 7NN,52.5175209,-1.993397713,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets at Home Aylesbury HP20 1DH,3 Vale Park Drive Aylesbury Buckinghamshire,Aylesbury,HP20 1DH,51.817617,-0.805979,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Sunderland 33 42 Fawcett St Sunderland SR1 1RU United Kingdom,33 Fawcett Street Sunderland Tyne and Wear,Sunderland,SR1 1RU,54.905056,-1.381686687,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
Pets at Home Quinton Unit 2 Hagley Rd W B32 2AL,343 Hagley Road Westreet Quinton Birmingham West Midlands,Birmingham,B32 2AL,52.46505737,-1.987282038,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Blyth Bowes St Blyth NE24 1EB,35 Bowes Street Blyth Northumberland,Blyth,NE24 1EB ,55.126931,-1.513819,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
MSD Graveley Hill Crest Farm Toseland Road PE19 6PS,36 Toseland Road Graveley St Neots Cambridgeshire,St Neots,PE19 6PS,52.25825,-0.177325,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
62 74 Burleigh St Cambridge CB1 1DJ,40 Burleigh Street Cambridge Cambridgeshire,Cambridge, CB1 1DJ,52.20573044,0.133011743,Brooknight Security Ltd,,control@brooknight.com,,,
Wilko Liverpool St Johns L1 1HU,48 Great Charlotte Street Liverpool Merseyside,Liverpool,L1 1HU,53.405476,-2.980719,Brooknight Security Ltd,,mkoffice@brooknight.com,1908305700,,
Wilko Bulwell Wilko Bulwell NG6 8EW,50 Main Street Bulwell Nottingham Nottinghamshire,Nottingham,NG6 8EW,53.00162506,-1.196134806,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
Pets at Home Wimbledon SW17 0BW,67 Plough Lane London,London,SW17 0BW ,51.42985273,-0.185911104,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Brentford TW7 5QE,67 Syon Lane Isleworth Greater London,Isleworth,TW7 5QE,51.4830513,-0.324807853,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Thamesmead SE28 8RD,6a Twin Tumps Way London,London,SE28 8RD,51.50666155,0.104075685,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Primark Shopping Centre 77 Lion Walk Culver St E Colchester CO1 1LF United Kingdom,78 Culver Street East Colchester Essex,Colchester, CO1 1LF,51.888623,0.900587,Brooknight Security Ltd,,control@brooknight.com,44 (0) 1908 305 700,,
Hobbycraft Romford Unit 9 The Brewery shopping centre RM1 1AU,99p Stores 6a The Brewery Romford Essex,Romford,RM1 1AU  ,51.57596207,0.180710137,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Hobbycraft Bristol Imperial Bristol Imperial Park Unit 2C Bristol BS13 7TJ,A E J Managemnt Ltd Site Office Imperial Park Wills Way Bristol,Bristol,BS13 7TJ,51.416615,-2.602502,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Leighton Buzzard LU7 1ER,A I Solutions Ltd Vimy Road Leighton Buzzard Bedfordshire,Leighton Buzzard,LU7 1ER,51.9187261,-0.66843396,Brooknight Security Ltd,,mkoffice@brooknight.com,4.47E+11,,
Hobbycraft Wolverhampton Bentley bridge shopping park Off Bentley bridge way WV11 1BP,A M F Bowling Bentley Bridge Park Bentley Bridge Way Wednesfield Wolverhampton West Midlands,Wolverhampton,WV11 1BP,52.596831,-2.091502,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Woking Knaphill GU21 2QT,A R C Redding Way Knaphill Woking Surrey,Woking,GU21 2QT,51.311187,-0.625474,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Sheffield 34 36 Haymarket Sheffield City Centre Sheffield S1 2AX United Kingdom,Accounts Action Se Ltd Ground Floor Southon House Edenbridge Kent,Edenbridge,TN8 5LP,51.19972992,0.064797662,Brooknight Security Ltd,,mkoffice@brooknight.com,44 (0) 1908 305 700,,
Primark Llandudno Gwynedd LL30 1PX,Akita Security Service Parc Llandudno Conway Road Llandudno Gwynedd,Llandudno,LL30 1PX,53.320975,-3.822544,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Milton Keynes Buckinghamshire MK10 OBA,Arc Carwash 43 Winchester Circle Kingston Milton Keynes Buckinghamshire,Milton Keynes,MK10 0BA,52.034855,-0.687945,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets at Home West Drayton Unit 1 Cowley Retail Park Uxbridge UB8 2TE,Argos Ltd Unit 1 Cowley Retail Park High Road Cowley Uxbridge Greater London,Uxbridge,UB8 2TE,51.51737213,-0.478285879,Brooknight Security Ltd,,mkoffice@brooknight.com,4.40E+12,,
Pets at Home Byker NE6 2UJ,Argos Ltd Unit 10 Newcastle Business Park Fossway Newcastle upon Tyne Tyne and Wear,Newcastle upon Tyne,NE6 2UJ,54.97998047,-1.570954323,Brooknight Security Ltd,,mkoffice@brooknight.com,44 (0) 1908 305 700,,
Pets at Home Luton LU1 3JH,Argos Ltd Unit 1b Luton Retail Park Gipsy Lane Luton Bedfordshire,Luton,LU1 3JH,51.87343979,-0.398153543,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Hobbycraft Crawley RH11 7XN,Argos Ltd Unit 2 County Oak Retail Park London Road Crawley West Sussex,Crawley, RH11 7XN,51.13286962,-0.186965126,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets at Home Prescot L34 5NQ,Argos Ltd Unit 2 Steley Way Prescot Merseyside,Prescot,L34 5NQ,53.42681503,-2.801053524,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Tottenham Hale London N15 4QD,Argos Ltd Unit 2 Tottenham Hale Retail Park Broad Lane London,London,N15 4QD,51.587381,-0.061389,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Hobbycraft Basildon SS14 1WP,Argos Ltd Unit 5 Westgate Park Fodderwick Basildon Essex,Basildon, SS14 1WP,51.56873,0.454433,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Peterborough Unit 19 Hereward Cross Shopping Centre PE1 1TB,Armed Forces Careers Office 21 Hereward Cross Peterborough Cambridgeshire,Peterborough,PE1 1TB,52.57432556,-0.240683034,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Hobbycraft Peterborough PE4 6ZR,Asda Living Unit C Brotherhood Shopping Park Peterborough Cambridgeshire,Peterborough,PE4 6ZR,52.5991478,-0.266208053,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Irvine 51C Rivergate Centre KA12 8AU,Asda Rivergate Irvine Ayrshire,Irvine,KA12 8AU,55.61251831,-4.670954227,Brooknight Security Ltd,,mkoffice@brooknight.com,4.42E+11,,
Homebase Gloucester GL4 3DB,Automech Services Eastbrook Road Gloucester Gloucestershire,Gloucester,GL4 3DB,51.85766983,-2.216852665,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets at Home Baguley M23 9BL,B & M Bargains Ltd 450 Altrincham Road Manchester,Manchester,M23 9BL,53.402137,-2.29862,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Avonmeads Unit 5 AvonMeads Shopping Par The Causeway St Philips BS2 0SP,B M Bargains Ltd Unit 6 St Philips Causeway Bristol,Bristol,BS2 0SP,51.44800568,-2.559814215,Brooknight Security Ltd,,mkoffice@brooknight.com,4.42E+11,,
Pets at Home Clacton on Sea Phase 2 Brook Retail Park London Road Clacton On Sea Essex CO15 3TP,B Q PLC London Road Clacton on Sea Essex,Clacton on Sea,CO15 3TP,51.81124,1.14664,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
Homebase Orpington BR5 3RP,Bathstore Unit 7 Nugent Shopping Park Cray Avenue Orpington Kent,Orpington,BR5 3RP,51.392846,0.111497,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Blandford DT11 9LQ,Blanchards Bailey Llp Bunbury House Stour Park Blandford St Mary Blandford Forum Dorset,Blandford Forum,DT11 9LQ,50.851544,-2.160494,Brooknight Security Ltd,,mkoffice@brooknight.com,44 7850 773 143,,
Hobbycraft Greenford UB6 0UW,Boots the Chemists Ltd Unit 11 Westway Cross Retail Park 1000 Greenford Road Greenford Greater London,Greenford,UB6 0UW,51.54186249,-0.340083927,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Staines TW18 4WB,Boots the Chemists Ltd Unit S3 Two Rivers Retail Park Mustard Mill Road Staines upon Thames Surrey,Staines upon Thames,TW18 4WB,51.4357,-0.512396,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
Odeon Metrocentre NE11 9YG,Boots Uk Ltd 46 52 Cameron Walk Gateshead Tyne and Wear,Gateshead,NE11 9YG,54.95765,-1.668573,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets at Home Peterborough Unit 1 Bourges Boulevard PE1 1NG,Buckle Solicitors LLP Grant House 101 Bourges Boulevard Peterborough Cambridgeshire,Peterborough,PE1 1NG,52.5702095,-0.246263266,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Hartlepool TS24 0RN,Carpet Right Unit 4 Highpoint Park Marina Way Hartlepool County Durham,Hartlepool,TS24 0RN,54.692191,-1.211846,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
"Homebase Chatham Horsted Retail Park, Maidstone Rd, Chatham ME5 9SQ",Carpetright PLC Maidstone Road Chatham Kent,Chatham,ME5 9SQ,51.3510704,0.507248878,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Bracknell The point Skimped Hill Ln Bracknell RG12 1EN,Carpetright PLC The Peel Centre Skimped Hill Lane Bracknell Berkshire,Bracknell,RG12 1EN,51.414261,-0.756121,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets at Home Chichester Portfield Retail Park 2B Portfield Way Chichester PO19 7YH,Carpetright PLC Unit 2a Portfield Way Chichester West Sussex,Chichester,PO19 7YH,50.84054,-0.757236,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets at Home Walsall Broadwalk Retail park WS1 4SB,Carpetright PLC Unit 4 Bescot Retail Park Bescot Crescent Walsall West Midlands,Walsall,WS1 4SB,52.56655121,-1.991959572,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko cardiff colchestewr ave pen y lan CF23 9AN,City Plumbing Supplies Denmark House Colchester Avenue Penylan Cardiff South Glamorgan,Cardiff,CF23 9AN,51.497067,-3.148106,Brooknight Security Ltd,,mkoffice@brooknight.com,44 (0) 1908 305 700,,
Direct Table Foods Saxham Business Park Bury St Edmonds IP28 6RX,Claas UK Ltd Saxham Business Park Little Saxham Bury St Edmunds Suffolk,Bury St Edmunds,IP28 6QZ,52.258038,0.640134,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Hobbycraft Watford WD17 2SF,Comet PLC Unit 2 3 Century Park Dalton Way Watford Hertfordshire,Watford,WD17 2SF,51.649018,-0.39123,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets at Home Hendon Retail Park Unit 1 Silk Bridge NW9 7TH,Comet PLC Unit 2 Silk Bridge Retail Park The Hyde London,London,NW9 7TH,51.5806694,-0.245172828,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Oxford Cowley OX3 7JN,Costa Coffee Horspath Driftway Headington Oxford Oxfordshire,Oxford,OX3 7JN,51.7401485,-1.1973065,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Octavian PK DC Wellingborough 1 5 Claudius Way Irchester NN8 2DH,D H L Homebase 1 5 Claudius Way Wellingborough Northamptonshire,Wellingborough,NN8 2DH,52.29058456,-0.668055236,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Fitzroy park Stansted road Bishops Stortford CM235PP,Dairy Crest Dairies Stansted Road Birchanger Bishops Stortford Hertfordshire,Bishops Stortford,CM23 5PP,51.882723,0.173614,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Newport Gwent NP20 1HY,Dolman Theatre 8 Emlyn Square Kingsway Centre Newport Gwent,Newport,NP20 1HY,51.583906,-2.992968,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets at Home Havant 6 Solent Retail Park Solent Road PO9 1ND,E M P Tooling Services Ltd 4 Selbourne Road Havant Hampshire,Havant,PO9 1ND,50.8507309,-0.986802995,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Chelmsley Wood B37 5UH,Evans Derry Solicitors 46 Chelmsley Circle Birmingham West Midlands,Birmingham,B37 5UH,52.47979355,-1.740340948,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Hobbycraft plymouth b3 friary retail park 1 ex pl4 0hh,Flat 1 Riverside Court 20 Nine Elms Lane London,London,PL4 0HH,50.371757,-4.128403,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Eddie Stobart Derby Foston DE65 5PY,Gable House Woodyard Lane Foston Derby Derbyshire,Derby,DE65 5PY,52.886874,-1.707188,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
Odeon Uxbridge UB8 1GD,Gymboree Play Music 303 Intu Uxbridge The Chimes Shopping Centre High Street Uxbridge Greater London,Uxbridge,UB8 1GD,51.54516602,-0.475556195,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Staines Surrey TW18 3AP,Halfords Ltd The Causeway Staines upon Thames Surrey,Staines upon Thames,TW18 3AP,51.433131,-0.52255,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Findlay Rd High St Kings Heath Birmingham B14 7SN,Hickory Dickory Ltd Unit 3 Findlay Road Birmingham West Midlands,Birmingham,B14 7SN,52.43807602,-1.894645214,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Hobbycraft High Wycombe HP11 1FY,Hobbycraft High Wycombe HP11 1FY, High Wycombe,HP11 1FY,51.618643,-0.719697,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Basildon Mayflower Retail Park Gardiners Link SS16 4PR,Homebase Basildon Mayflower Retail Park Gardiners Link SS16 4PR, Basildon,SS16 4PR,51.555043,0.466963,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Pets at Home Hatfield Oldings Corner Retail Park Comet Way AL9 5JP,Homebase Ltd Comet Way Hatfield Hertfordshire,Hatfield,AL9 5JP,51.77606201,-0.222078755,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Waltham Cross EN8 7BF,Homebase Ltd Sturlas Way Waltham Cross Hertfordshire,Waltham Cross,EN8 7BF,51.68867111,-0.035442103,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Homebase Hanworth Twickenham RdTwickenhamFeltham TW13 6EZ,Homebase Ltd Twickenham Road Feltham Greater London,Feltham,TW13 6EZ,51.436583,-0.375685,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
"Homebse Horsham Broadbridge Heath Ret Pk, Broadbridge Heath RH12 3TQ","Homebse Horsham Broadbridge Heath Ret Pk, Broadbridge Heath RH12 3TQ",,,0,0,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
TC Facilities Corby RS Components NN17 5JF,Kier Support Services 3 Lammas Road Corby Northamptonshire,Corby,NN17 5JF,52.502817,-0.646062,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Aylesbury HP20 1QR,L JZ Unit 2 Britannia Walk Aylesbury Buckinghamshire,Aylesbury,HP20 1QR,51.816763,-0.810354,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Birkenhead Unit 1 The Europa Centre CH41 4PF,Mecca Bingo Europa Square Birkenhead Merseyside,Birkenhead,CH41 4PF,53.391753,-3.024076,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
Pets at Home Newcastle NE6 2UJ,Northern Trust European Holdings Ltd 50 Bank Street London,London,NE6 2UJ,54.97998047,-1.570954323,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Nottingham NG1 3DA,Northern Trust European Holdings Ltd 50 Bank Street London,London,NG1 3DA,52.95491791,-1.146167517,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
"Odeon Cardiff Hemingway Rd,Cardiff CF10 4JY","Odeon Cardiff Hemingway Rd,Cardiff CF10 4JY", Cardiff,CF10 4JY,51.467157,-3.163274,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Stoke ST1 5SN,Odeon Cinema Marina Way Festival Park Stoke on Trent Staffordshire,Stoke on Trent,ST1 5SN,53.02508545,-2.192986012,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Swansea Quay parade Parc Tawe Swansea SA1 2BA,Odeon Cinema Parc Tawe Swansea West Glamorgan,Swansea,SA1 2BA,51.621521,-3.939727783,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Greenwich SE10 0QJ,Odeon Greenwich SE10 0QJ, London,SE10 0QJ,51.490231,0.012856,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Guildford GU1 4SJ,Odeon Guildford GU1 4SJ,London,GU1 4SJ,51.2376325,-0.5780839,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Manchester AMC M3 4EN,Odeon Manchester AMC M3 4EN,,,0,0,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
odeon surrey quays leisure park se16 7ll,odeon surrey quays leisure park se16 7ll,,,0,0,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Swansea SA1 3QJ,Swansea Grand Theatre Singleton Street Swansea West Glamorgan,Swansea,SA1 3QJ,51.61802292,-3.947927952,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
Wilko Ashton OL6 6BH,Tameside Metropolitan B C Tameside One Market Place Ashton Under Lyne Lancashire,Ashton Under Lyne,OL6 6BH ,53.490101,-2.094324,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 (0) 1908 305 700,,
"Hobbycraft Luton,Luton retail park,Gypsy lane,LU1 3JU",University of Bedfordshire University Square Luton Bedfordshire,Luton,LU1 3JU,51.87787247,-0.411419809,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Wilko Byker NE6 1EJ,Wm Morrison Supermarkets PLC Shields Road Byker Newcastle upon Tyne Tyne and Wear,Newcastle upon Tyne,NE6 1EJ,54.97681808,-1.58592391,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
WilkoPERRY BAR B42 1AA,WilkoPERRY BAR B42 1AA,Birmingham,B42 1AA,52.517723,-1.903072,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
Odeon Brighton Kingswest West St Brighton BN1 2RE UK,Odeon Brighton Kingswest West St Brighton BN1 2RE UK,,BN1 2RE,50.8228279,-0.1442035,Brooknight Security Ltd,,mkoffice@brooknight.com,+44 333 014 4501,,
Pets at Home Aintree L9 5AN,Pets at Home Aintree L9 5AN, Liverpool,L9 5AN,53.481673,-2.949461,Brooknight Security Ltd,,mkoffice@brooknight.com,,,
